date	size"/"remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ("servermsg")	MIME	Etag|Date	URL	localfile	(from URL)
23:27:34	9590/9590	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:55:14%20GMT	http://product.hstatic.net/200000291373/product/1-2_a9919f97d3c04783b4cf956e4e65beba_ce56afe0df7b49c9931cd2d0f8bc783e_f66f5846733c4e1ab3da049fc6f0b3fe_master.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/1-2_a9919f97d3c04783b4cf956e4e65beba_ce56afe0df7b49c9931cd2d0f8bc783e_f66f5846733c4e1ab3da049fc6f0b3fe_master.png	(from https://chicken-run.myharavan.com/products/chai-coca-390ml)
23:27:35	8113/8113	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:55:14%20GMT	http://product.hstatic.net/200000291373/product/5_d2293e415c6142949f9dc6eaee0bbf6f_dc28a94958c145e2ac484bb6662d0c15_5dd6cfd760674f8ea8c435ded66d8c28_1024x1024.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/5_d2293e415c6142949f9dc6eaee0bbf6f_dc28a94958c145e2ac484bb6662d0c15_5dd6cfd760674f8ea8c435ded66d8c28_1024x1024.png	(from https://chicken-run.myharavan.com/products/chai-coca-1-5l)
23:27:35	8113/8113	---M--	200	added ("OK")	image/png	date:Wed,%2022%20May%202024%2010:55:15%20GMT	http://product.hstatic.net/200000291373/product/5_d2293e415c6142949f9dc6eaee0bbf6f_dc28a94958c145e2ac484bb6662d0c15_5dd6cfd760674f8ea8c435ded66d8c28_master.png	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/5_d2293e415c6142949f9dc6eaee0bbf6f_dc28a94958c145e2ac484bb6662d0c15_5dd6cfd760674f8ea8c435ded66d8c28_master.png	(from https://chicken-run.myharavan.com/products/chai-coca-1-5l)
23:27:39	19503/19503	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:55:18%20GMT	http://product.hstatic.net/200000291373/product/g1_cd8339faa19149faa8753dfb95141363_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g1_cd8339faa19149faa8753dfb95141363_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/canh-ga-490g)
23:27:39	19503/19503	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:55:18%20GMT	http://product.hstatic.net/200000291373/product/g1_cd8339faa19149faa8753dfb95141363_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g1_cd8339faa19149faa8753dfb95141363_master.jpg	(from https://chicken-run.myharavan.com/products/canh-ga-490g)
23:27:40	44118/44118	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:55:16%20GMT	http://product.hstatic.net/200000291373/product/product20_9bfcb21730cf4da0b47bf3d3db8a9966_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product20_9bfcb21730cf4da0b47bf3d3db8a9966_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/ga-xien-que)
23:27:42	48097/48097	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:55:16%20GMT	http://product.hstatic.net/200000291373/product/product20_9bfcb21730cf4da0b47bf3d3db8a9966_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/product20_9bfcb21730cf4da0b47bf3d3db8a9966_master.jpg	(from https://chicken-run.myharavan.com/products/ga-xien-que)
23:27:42	18313/18313	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:55:19%20GMT	http://product.hstatic.net/200000291373/product/g2_1633656debb548a2bbea6483d8f19231_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g2_1633656debb548a2bbea6483d8f19231_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/chan-ga-490g)
23:27:43	18470/18470	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:55:23%20GMT	http://product.hstatic.net/200000291373/product/g2_1633656debb548a2bbea6483d8f19231_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g2_1633656debb548a2bbea6483d8f19231_master.jpg	(from https://chicken-run.myharavan.com/products/chan-ga-490g)
23:27:43	20574/20574	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:55:23%20GMT	http://product.hstatic.net/200000291373/product/g3_d4e92c4c37bf495eab09712985218110_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g3_d4e92c4c37bf495eab09712985218110_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/dui-ga-goc-tu-490g)
23:27:44	20574/20574	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:55:24%20GMT	http://product.hstatic.net/200000291373/product/g3_d4e92c4c37bf495eab09712985218110_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g3_d4e92c4c37bf495eab09712985218110_master.jpg	(from https://chicken-run.myharavan.com/products/dui-ga-goc-tu-490g)
23:27:44	18035/18035	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:55:27%20GMT	http://product.hstatic.net/200000291373/product/g4_80576e62e4b146e6bf535b667075164f_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g4_80576e62e4b146e6bf535b667075164f_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/dui-toi-ga-490g)
23:27:46	18035/18035	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:55:27%20GMT	http://product.hstatic.net/200000291373/product/g4_80576e62e4b146e6bf535b667075164f_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g4_80576e62e4b146e6bf535b667075164f_master.jpg	(from https://chicken-run.myharavan.com/products/dui-toi-ga-490g)
23:27:47	14377/14377	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:55:28%20GMT	http://product.hstatic.net/200000291373/product/unnamed_30ab6e83d286432d9e6cae618f8bdfee_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/unnamed_30ab6e83d286432d9e6cae618f8bdfee_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/ga-tha-vuon-1-2kg)
23:27:48	14377/14377	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:55:29%20GMT	http://product.hstatic.net/200000291373/product/unnamed_30ab6e83d286432d9e6cae618f8bdfee_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/unnamed_30ab6e83d286432d9e6cae618f8bdfee_master.jpg	(from https://chicken-run.myharavan.com/products/ga-tha-vuon-1-2kg)
23:27:48	16513/16513	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:55:29%20GMT	http://product.hstatic.net/200000291373/product/g6_cb98dbdb81bb4fc5aedd955ca5f2e779_1024x1024.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g6_cb98dbdb81bb4fc5aedd955ca5f2e779_1024x1024.jpg	(from https://chicken-run.myharavan.com/products/ma-dui-ga-490g)
23:27:48	16331/16331	---M--	200	added ("OK")	image/jpeg	date:Wed,%2022%20May%202024%2010:55:30%20GMT	http://product.hstatic.net/200000291373/product/g6_cb98dbdb81bb4fc5aedd955ca5f2e779_master.jpg	D:/PetProject/TemplateWebsite/product.hstatic.net/200000291373/product/g6_cb98dbdb81bb4fc5aedd955ca5f2e779_master.jpg	(from https://chicken-run.myharavan.com/products/ma-dui-ga-490g)
